drug_id,fda,fda_altname,anxiety,anxiety_altname
,Pentamidine,"NSC-9921,RP 2512 FREE BASE,GNF-PF-3680,Pentacarinat,MB 800,OCZ103-OS,Pentamidine Isetionate,RP 2512,Pentam 300 [as isethionate],Nebupent [As Isethionate],MB-800 (AS ISETHIONATE),RP-2512 FREE BASE,TCMDC-125857,MB-800 FREE BASE,RP-2512 [AS ISETHIONATE],Pentamidine Isethionate,Pentam,MB-800,Pentamidine,Nebupent,Pentamidine Diisethionate,Pentacarinat [As Isethionate],MB 800 FREE BASE,MB-800 [AS ISETHIONATE],RP-2512",,
,Valproic acid,"Valproic acid,Sodium Valproate,EPILIM 500,Magnesium Valproate,Valproic acid sodium salt (2:1),Epilim Chronosphere,Epilim IV,Stavzor,Depakene,Depakote ER,EPILIM CHRONO 500,Depacon,Semisodium Valproate,Delepsine,ABBOTT 50711,Kentilim,ABBOTT-50711,Depakine,Valproic acid sodium salt (1:1),Divalproex Sodium,Valproate Semisodium,Convulex,NSC-93819,Orlept,EPILIM 200,EPILIM CHRONO 200,Epilim,ABBOTT 44090,A-44090,Valproate Sodium,Depakote CP,Episenta,KW-6066N,ABBOTT-44090,Depakote,EPILIM CHRONO 300,44089,Orfiril",,
,Acarbose,"Acarbose,BAY-G-5421,Glucobay,Precose",,
,Tetracaine,"Amethocaine,Amethocaine HCl,Ametop,Anethaine,Dicaine,Locan,Medihaler-Tetracaine,Metraspray,Pontocaine,Pontocaine HCl,Tetracaine,Tetracaine HCl,Tetracaine Hydrochloride,Tetraca¿Ne Hydrochloride",,
,Acetylcysteine,"NSC-111180,Mucomyst,ACC-600,EN-CYS,Acetylcysteine,Mucosil,Respi-NAC,Siran,Fluimucil,Fluimucil LONG,MUCOSIL-10,Yournac,MUCOSIL-20,Parvolex,Acetadote,Ilube,5052,ORONAC 600,A-CYS,Cetylev,Fluimucil N,Airbron,FLUIMUCIL 600,Fabrol,N-Acetyl-l-cysteine,Solmucol",,
,Metformin,"Glucophage XR,Metabet SR,Fortamet,Glumetza,Glucophage,Janumet,Metformin?Hcl,GLUCAMET 850,LA-6023,Metformin,Ledermetin,Glucophage SR,Sukkarto SR,Diagemet XL,Riomet,Glyformin,Bolamyn SR,Milform,Metformin Hydrochloride,NSC-91485,GLUCAMET 500,Glucient SR,Orabet,Metsol,Metformin HCl",,
,Glutamine,"Endari,FEMA NO. 3684,Glutamine,Levoglutamide,L-Glutamine,NSC-27421,Nutrestore",,
,Succimer,"2\,3-Dimercaptosuccinic acid,Chemet,Dimercaptosuccinic acid,DIM-SA,Dmsa,DMS-A,RO 1-7977,Succimer",,
,Melatonin,"Melatonin,J5.258B,Life EXT,Vespro,General Nutrit,NSC-113928,Natrol,Nature'S Blend,Icenia,Melapure,NSC-56423,Circadin,Natures Bounty,Quality Health,Health Aid,BCI-049,Vytalonin,Travelag,Heidadouppi,N-Acetyl-5-methoxytryptamine,N-(2-(5-Methoxy-1H-indol-3-yl)ethyl)acetamide,S.Gard",,
,Troglitazone,"CI-991,CS-045,GR92132X,GR-92132X,Prelay,Rezulin,Romozin,Troglitazone",,
,Erismodegib,"Erismodegib,LDE225,LDE 225,LDE-225,LDE225 (NVP-LDE225),NVP-LDE225,NVP-LDE 225,NVP-LDE-225,Odomzo,Sonidegib,Sonidegib Phosphate",,
,MLN 2238,"Ixazomib,MLN2238,MLN-2238,MLN-9708 FREE BASE,Ninlaro",,
,Rucaparib,"AG-014699,AG-014699 (PF-01367338),AG-14447,AG-14699,C0-338,CO-338,PF-01367338,PF-1367338-BW,Rubraca,Rucaparib,Rucaparib Camsylate,Rucaparib Phosphate",,
,Lofexidine,"Britlofex,Lofexidine,Lofexidine HCl,Lofexidine  Hydrochloride,Lucemyra,MDL-14042",,
,Lomefloxacin,"Lomefloxacin,Lomefloxacin HCl,Lomefloxacin Hydrochloride,Lomefloxacin Mesylate,Lomefloxacin Monohydrochloride,Maxaquin,NY-198,Okacyn,SC-47111,SC-47111A,SC-47111B",,
,Leucovorin,"Calc Folinate,Calcium Folinate,Calcium Folinate Pentahydrate,Citrovorum Factor,Folacal,Folic Acid Related Compound A,Folinate-Sf Calcium,Folinic acid,Folinic Acid Calcium Salt,Folinic Acid Calcium Salt Pentahydrate,Fusilev,Leucovorin,Leucovorin Calcium,Leucovorin Calcium Preservative FREE,NSC-3590,Sodium Folinate,Wellcovorin",,
,Atracurium,"Atracurium,Atracurium Besilate,Atracurium Besylate,Atracurium Besylate Preservative FREE,BW-33A,Tracrium,Tracrium Preservative FREE",,
,Ketoconazole,"Daktarin GOLD,Daktarin Intensiv,Dandrazol,Dandrid,Extina,J02AB02,Ketoconazole,Ketopine,Ketosidin,Ketozole,Levoketoconazole,Nizoral,Nizoral A-D,Nizorelle,NSC-317629,Panfungol,R-41400,Xolegel",,
,Memantine,"Akatinol,D-145,DRG-0267,Ebixa,FP-01,Marixino,Memantine,Memantine HCl,Memantine Hydrochloride,Namenda,Namenda XR,Nemdatine,NSC-102290,SUN-Y7017,Valios",,
,Tegafur,"Citofur,FT-207,Ftorafur,MJF-12264,NSC-148958,Tegafur,Uftoral",,
,Pemoline,"Cylert,Fenoxazol,LA-956,NSC-169499,NSC-25159,Pemoline,Ronyl,Tradon,Volital,YH-1",,
,Glycopyrrolate,"PT001,Lonhala Magnair Kit,NSC-251252,NSC-250836,NSC-251251,AD-237,ORG-NC-45,Glycopyrronium Tosylate,Robinul Forte,Qbrexza,Glycopyrronium Bromide,Glycopyrrolate,NVA-237,Seebri,Glycopyrrone Bromide,Robinul,CHF5259,DRM04,Glycopyrronium,Glyrx-PF,Sialanar,AHR-504,PT-001,CHF-5259,Robinul FTE,Cuvposa,NVA237",,
,Miconazole,"Monistat-3 combination pack,Monistat 3 combination pack (prefilled),MICONAZOLE 7,Gyno-Daktarin,Dermazole,Loramyc,R-14889,Micatin,Miconazole Nitrate,MONISTAT 3,MICONAZOLE 3,M-ZOLE 3 COMBINATION PACK,Monistat 7 combination pack,MONISTAT 7,NSC-170986,Oravig,Conofite,Monistat 1 combination pack,Femeron,Dermonistat,Monistat,Miconazole Nitrate Combination PACK,Daktarin Aktiv,Miconazole,MONISTAT 5,Monistat 3 combination pack,Miconazole 3 combination pack,Monistat-DERM,Acorvio,NSC-169434,Miconazole 7 combination pack,Vusion,MONISTAT-3,M-ZOLE 7 DUAL PACK,Dumicoat",,
,Nisoldipine,"BAY-K-5552,Nisoldipine,Sular,SYSCOR MR 10,SYSCOR MR 20,SYSCOR MR 30",,
,Flurbiprofen,"Ansaid,BTS 18322,BTS-18322,Cebutid,Flubiprofen,Flurbiprofen,Flurbiprofen Sodium,Froben,Froben SR,Occufen,Ocufen,Strefen,Transact,U-27182,Zepolas",,
,Pronetalol,"AY-6204 HCL,GNF-PF-2670,ICI-38174 [AS HYDROCHLORIDE],Nethalide,Pronetalol,Pronetalol Hydrochloride,Pronethalol,Pronethalol Hydrochloride",,
,Mefloquine,"Fansimef,GNF-PF-5544,Lariam,Mefaquin,Mefloquine,Mefloquine HCl,Mefloquine Hydrochloride,RO-215998,RO-215998001,WR-142490",,
,Bifonazole,"BAY-H-4502,Bifonazole,D01AC10,Mycospor",,
,Celiprolol,"Celectol,Celiprolol,Celiprolol HCl,Selecor",,
,Hydroxychloroquine,"Ercoquin,Hydroxychloroquine,Hydroxychloroquine Sulfate,NSC-4375,Oxichlorochine,Oxichlorochine Sulfate,Plaquenil,Quensyl,Quinoric,TCMDC-123987",,
,Carisoprodol,"Carisoma,Carisoprodol,Carisoprodol CIV,NSC-172124,Rela,Soma",,
,Colchicine,"Colchicine,Colcrys,Gloperba,Mitigare,NSC-757",,
,Midazolam,"Buccolam,Dormicum,Hypnovel,Midazolam,Midazolam CIV,Midazolam HCl,Midazolam Hydrochloride CIV,Midazolam Maleate,Midozalam HCl,Nayzilam,RO-213981001,RO-213981003,RO-213981-003,Rocam,Seizalam,SHP615,SHP-615,USL261,USL-261,Versed",,
,Sulfamethoxypyridazine,"Lederkyn,Midicel,Succinylsulfathi,Sulfamethoxypyridazine,Sulfasuxidine,Sulphamethoxypyridazine",,
,Meropenem,"ICI-194660,Meropenem,Meropenem Hydrate,Meropenem Trihydrate,Merrem,Merrem IV,SM-7338",,
,Lamivudine,"BCH 189\, (-)-,Epivir,Epivir-HBV,GR-109714X,Lamivudine,Zeffix",,
,Cefdinir,"BMY-28488,Cefdinir,Cefzon,CI-983,FK-482,Omnicef",,
,Trifluridine,"NSC-529182,NSC-75520,T.F.T.,Trifluridine,Triherpine,Viroptic",,
,Azacitidine,"5-Azacytidine,Azacitidine,Ladakamycin,NSC-102816,U-18496,Vidaza",,
,Oxcarbazepine,"GP-47680,KIN-493,Oxcarbazepine,Oxtellar XR,SPN-804,Trileptal",,
,Dilevalol,"Dilevalol,Dilevalol HCl,Labetalol,SCH-19927",,
,Ciprofloxacin,"Otiprio,Ciprofloxacin Hydrochloride Hydrate,Ciprofloxacin Hydrochloride Monohydrate,Ciloxan,Ciprofloxacin HCl,Ciprobay,Cipro,Proquin,BAY O 9867,Proquin XR,Ciprofloxacin Hydrochloride,BAYQ3939,BAY-O-9867 MONOHYDRATE,BAY-Q-3939,Ciprofloxacin,BAY-O-9867 FREE BASE,Velmonit,BAY-O-9867,Ciprofloxacin Lactate,Cetraxal,BAY O 9867 FREE BASE",,
,Raltegravir,"Isentress,Isentress HD,MK-0518,MK-0518 POTASSIUM,MK0518 POTASSIUM,Raltegravir,RALTEGRAVIR (MK-0518),Raltegravir Monopotassium Salt,Raltegravir Potassium",,
,Carbetapentane,"Carbetapentane Citrate,Pentoxyverine,Pentoxyverine Citrate,Toclase",,
,Tizanidine,"AN-021,DS-103-282,Sirdalud,Sirdalud MR,Tizanidine,Tizanidine HCl,Tizanidine Hydrochloride,Zanaflex",,
,Voriconazole,"UK-109496,Vfend,Voriconazole",,
,Trimethoprim,"Trimethoprim Sulfate,Polytrim,Primsol,Syraprim,NSC-106568,TRIPRIMIX 200,Tiempe,Proloprim,BW-72U,BW-56-72,TRIMPEX 200,BW-5672,Trimethoprim,Monotrim,Ledatrim,Trimogal,NIH-204,Trimopan,TCMDC-125538,Trimpex,Trimethoprim HCl,Proloprin,Ipral",,
,Moclobemide,"4-Chloro-n-(2-morpholin-4-yl-ethyl)-benzamide,GNF-PF-695,Manerix,Moclobemide,Moclobemide (ro 111163),RO-111163000",,
,Dexrazoxane,"ADR-529,ADR-529 HYDROCHLORIDE,Cardioxane,Dexrazoxane,Dexrazoxane HCl,Dexrazoxane Hydrochloride,ICRF-187,Icrf-187 hydrochloride,NSC-169780,Totect,Zinecard",,
,Sparfloxacin,"AT-4140,CI-978,Spara,Sparfloxacin,Zagam",,
,Chloramphenicol,"NSC-3069,SNO Phenicol,Chloramphenicol Sulfate Salt,Mychel-S,Klorafect,Brochlor,Brolene Antibiotic,Chloramphenicol,Chloramex,Chlorbiotic,Chloromycetin,Optomycin,Chlorofair,Ophthochlor,Kemicetine,NSC-16331,Amphicol,Kernispray,Tevcocin,Chloroptic S.O.P.,Golden Eye Antibiotic,Tubilux Infected EYES,Chloroptic,Mychel,Econochlor",,
,Bufexamac,"Anderm,Bufexamac,Butoxyphenylacethydroxamic acid,CP-1044-J3,Duradermal,Paraderm,Parfenac",,
,Hydroflumethiazide,"Diucardin,Hydrenox,Hydroflumethiazide,Saluron",,
,Rivaroxaban,"BAY-59-7939,JNJ39039039,JNJ-39039039,Rivaroxaban,Xarelto",,
,Astemizole,"[3H]-Astemizole,Astemizole,GNF-PF-2461,Hismanal,Pollon-EZE,R-43512",,
,Idebenone,"Idebenone,Raxone",,
,Fipexide,"Fipexide,Fipexide Hydrochloride",,
,Etidronic acid,"Didronel,Didronel IV,Didronel PMO,Etidronate,Etidronate Disodium,Etidronic acid,Etidronic Acid\, Disodium Salt,M05BA01,NSC-227995",,
,Troleandomycin,"Acetyloleandomycin,NSC-108166,Tao,Triacetyloleandomycin,Troleandomycin",,
,Dexamethasone,"Spersadex COMP,Dexafree,Kortico Injection,Decaspray,Dexair,DEXACEN-4,Hexadrol,Decaderm,Dexamethasone,Dalalone,Oradexon,DEXONE 0.75,Aeroseb-Dex,DEXONE 4,Ozurdex,Dexamethasone Palmitate,ISV-305,Mymethasone,Neodecadron,NSC-34521,Dexacortisyl,Dexsol,Fluormethylprednisolone,DECADRON-75,Decadron-LA,Maxitrol,Dexamethasone Metasulfobenzoate Sodium,DEXONE 1.5,Dexamethasone Valerate,Martapan,Dropodex,Dexone,Maxidex,Decadron,Dextenza,Dexacort,Otomize,Sofradex,Dexamethasone Intensol,Gppe Ear SPY,Tobradex,DEXONE 0.5,Dexycu Kit,OTO-104",,
,Ethylestrenol,"Ethylestrenol,Ethylnandrol,Ethyloestrenol,Maxibolin",,
,Artemether,"Artemether,Artemetheri,Dihydroartemisinin Impurity G,NSC-665970,SM 224",,
,Loteprednol Etabonate,"Airex,Alrex,CDDD-5604,HGP-1,Inveltys,KPI-121,Lotemax,Lotemax SM,Loteprednol,Loteprednol Etabonate,P-5604",,
,Pentetic acid,"Calcium Trisodium Pentetate,Dtpa,DTP-A,NSC-34249,NSC-7340,Pentetate,Pentetate Calcium Trisodium,Pentetate Zinc Trisodium,Pentetic acid",,
,Efavirenz,"Efavirenz,Sustiva,SUSTIVA 600",,
,Amdinocillin,"Amdinocillin,Coactin,FL 1060,FL-1060,Mecillinam,RO-109070,RO-10-9070,Selexidin",,
,Deoxycholic acid,"ATX-101,Deoxycholate,Deoxycholic acid,Desoxycholic acid,DWJ211,DWJ-211,Kybella,NSC-8797",,
,Sulfapyridine,"Coccoclase,CONCORD 693,Dagenan,Eubasin,Piridazol,Sulfanilamidopyridine,Sulfapyridine,Sulfapyridine Sodium,Sulphapyridine",,
,(E)-5-((4-((2-Carboxyethyl)carbamoyl)phenyl)diazenyl)-2-hydroxybenzoic acid,"Balsalazide,Balsalazide Disodium,Balsalazide Disodium Dihydrate,Balsalazide Disodium Salt Dihydrate,Balsalazide Sodium,Balsalazine,BX-661A,Colazal,Colazide,Giazo",,
,Diphenoxylate,"Diphenoxylate,Diphenoxylate HCl,Diphenoxylate Hydrochloride CII,R-1132 (ANTIPERISTALTIC)",,
,Ezetimibe,"Ezetimibe,Ezetrol,MK0653,SCH-58235,Zetia",,
,Cyclobenzaprine,"Amrix,Cyclobenzaprine,Cyclobenzaprine HCl,Cyclobenzaprine Hydrochloride,Flexeril,MK-130,MK-130 (AS THE BASE),MK-130 [AS THE BASE],MK-130 HYDROCHLORIDE,NSC-169900,NSC-173379,NSC-78206,TNX-102",,
,Gallamine,"Benzcurine Iodide,Flaxedil,Gallamine,Gallamine Triethiodide,Gallamone Triethiodide,Gallomone Triethiodide,Relaxan",,
,Cholic acid,"Cholbam,Cholic acid,E1000,Kolbam,NSC-6135,Orphacol",,
,Dexketoprofen,"AG-494,Dexketoprofen,Keral",,
,Acefylline,"Acefylline Piperazine,Acepifylline,Etophylate,Piperazine Theophylline Ethanoate",,
,Sulbactam,"CP-45899,CP-458992,CP-45899-2,CP-45899-99,Sulbactam,Sulbactam Benzathine,Sulbactam Sodium,Sulbactam Sodium Salt",,
,Tolnaftate,"Aftate,Dr. Scholl'S Athlete'S Foot Spray,Mycil,NSC-233648,SCH-10144,Timoped,Tinactin,Tinaderm,Tinaderm PLUS,Tineafax,Tolnaftate,Tritin",,
,Nateglinide,"A-4166,AY-4166,DJN-608,Nateglinide,SDZ DJN 608,SDZ-DJN-608,Starlix,Starsis",,
,Miglitol,"BAY-M-1099,Diastabol,Glyset,Miglitol",,
,Pentolinium,"Ansolysen,Pentolinium,Pentolinium Bitartrate,Pentolinium Tartrate,Pentolonium Tartrate,Pentolonum Bitartrate",,
,Pramoxine,"Pramocaine,Pramoxine,Pramoxine HCl,Pramoxine Hydrochloride,Tronolane,Tronothane",,
,Alosetron,"A03AE01,Alosetron,Alosetron HCl,GR-68755C,Lotronex",,
,Methapyrilene,"Methapyrilene,Methapyrilene Fumarate,Methapyrilene HCl,Methapyrilene Hydrochloride,Thenylene HCl,Thenylpyramine HCl",,
,Bromfenac,"AHR-10282B,Bromday,Bromfenac,Bromfenac Monosodium Salt,Bromfenac Monosodium Salt Sesquihydrate,Bromfenac Sodium,Bromfenac Sodium Hydrate,Bromsite,ISV-303,Prolensa,Xibrom,Yellox",,
,Penciclovir,"BRL-39123,BRL-39123-D,Denavir,Fenistil,Penciclovir,Penciclovir Sodium,Vectavir",,
,Esmolol,"ASL-8052,ASL-8052-001,Brevibloc,Esmolol,Esmolol HCl,Esmolol Hydrochloride",,
,Iodixanol,"2-5410-3A,2-541O-3A,Iodixanol,Visipaque,VISIPAQUE 270,VISIPAQUE 320",,
,Cyclophosphamide,"B-518,Cyclophosphamide,Cyclophosphamide Anhydrous,Cyclophosphamide Hydrate,Cyclophosphamide Monohydrate,Cytoxan,Cytoxan (Lyophilized),Endoxana,Lyophilized Cytoxan,Neosar,NSC-26271",,
,Prenylamine,"B-436,Prenylamine,Prenylamine Lactate",,
,Lorazepam,"Abbloraz,Ativan,Loraz,Lorazepam,Lorazepam CIV,Lorazepam Intensol,Lorazepam Preservative FREE,NSC-289758,Temesta,WY-4036",,
,Oxyphenonium,"Antrenyl,Oxyphenonium,Oxyphenonium Bromide",,
,Hexetidine,"Hexetidine,Hexopyrimidine,NSC-17764,Oraldene,Sterisil",,
,Mecamylamine,"Inversine,Mecamylamine,Mecamylamine Chloride,Mecamylamine HCl,Mecamylamine Hydrochloride",,
,Trichlorfon,"BAYER-L-1359,Bilarcil,Detf,Metrifonate,Metriphonate,Trichlorfon",,
,Tridihexethyl,"Pathilon,Tridihexethyl,Tridihexethyl Chloride,Tridihexethyl Iodide",,
,Terazosin,"ABBOTT-45975,Benph,Hytrin,Hytrin BPH,Terazosin,Terazosin HCl,Terazosin Hydrochloride",,
,Sibutramine,"BTS-54524,Meridia,Reductil,Sibutramine,Sibutramine HCl",,
,Streptozotocin,"NSC-37917,NSC-85998,Streptozocin,Streptozotocin,Stz,U-9889,Zanosar",,
,Tioconazole,"Tioconazole,Trosyl,TZ-3,UK-20349,Vagistat,VAGISTAT-1",,
,Oxyphenbutazone,"Oxazolidin,Oxiphenbutazone,Oxyphenbutazone,Tandearil,Tanderil,Tanderil Chloramphen",,
,Itrazole,"Itraconazole,Itrazole,Onmel,R-51211,Sporanos,Sporanox,Sporanox I.V.,Sporanox-Pulse,Tolsura",,
,Rabeprazole,"Aciphex,Aciphex Sprinkle,Dexrabeprazole,E3810,E-3810,E-3810 (PPI),E-3810 SODIUM,LY307640,LY-307640,LY-307640 SODIUM,LY307640 SODIUM,Pariet,Rabeprazole,Rabeprazole Sodium,Rabeprazole (Sodium),Rabeprazole Sodium Salt",,
,Clobutinol,"Clobutinol,Clobutinol HCl,Clobutinol Hydrochloride,KAT-256 [AS HYDROCHLORIDE]",,
,Trihexyphenidyl,"Agitane,Artane,Bentex,Benzhexol,Broflex,NSC-12268,Tremin,Trihexyphenidyl,Trihexyphenidyl-D\,L Hydrochloride,Trihexyphenidyl HCl",,
,Dexlansoprazole,"A-65006,AG-1749,Dexilant,Dexilant Solutab,Dexlansoprazole,Kapidex,Lansoprazole,Lansoprazole R-FORM,Opiren,Prevacid,PREVACID 24HR,Prevacid Delayed Release,Prevacid IV,Prevacid Solutab,T-168390,TAK-390,Zoton",,
,Halofantrine,"Halfan,Halofantrine,Halofantrine HCl,Halofantrine Hydrochloride,WR-171669",,
,Prilocaine,"ASTRA 1512,ASTRA-1512,ASTRA-1515,Citanest,Citanest Plain,Citanest Plain Dental,L-67,NSC-40027,Prilocaine,Prilocaine HCl,Prilocaine Hydrochloride,Propitocaine,Propitocaine HCl",,
,Sulpiride,"Dogmatyl,Dolmatil,N05AL01,RD-1403,Sulpiride,(+ -)-Sulpiride",,
,Viloxazine,"ICI-58834,SPN-812,Viloxazine,Viloxazine HCl,Viloxazine Hydrochloride,Vivalan",,
,Iohexol,"Exypaque,Iohexol,Omnipaque,OMNIPAQUE 12,OMNIPAQUE 140,OMNIPAQUE 180,OMNIPAQUE 210,OMNIPAQUE 240,OMNIPAQUE 300,OMNIPAQUE 350,OMNIPAQUE 70,OMNIPAQUE 9,Oraltag,WIN-39424",,
,Gliclazide,"Bilxona,Dacadis MR,Diaglyk,Diamicron,Diamicron MR,Edicil,Gliclazide,Glimil,J3.151H,Nazdol MR,S-1702,S-852,SE-1702,Vamju,Vitile XL,Ziclaseg,Zicron,Zicron PR",,
,Benserazide,"Benserazide,Benserazide HCl,Benserazide Hydrochloride,RO-44602,RO-4-4602",,
,Mepenzolate,"Cantil,Glycophenylate,Mepenzolate,Mepenzolate Bromide,Mepenzolate Methylbromide,Mepenzolone Bromide",,
,Hydroxyzine,"Atarax,Hydroxizine Chloride,Hydroxyzine,Hydroxyzine Dihydrochloride,Hydroxyzine HCl,Hydroxyzine Pamoate,HY-Pam,""HY-PAM """"25"""""",HY-PAM ""25"",NSC-169188,Orgatrax,Ucerax,Vistaril",,
,Oxybutynin,"5058,Anturol,CONTIMIN 2.5,CONTIMIN 5,Cystrin,Ditropan,Ditropan XL,Gelnique,Kentera,Lyrinel XL,MJ-4309-1,Oxybutynin,Oxybutynin Chloride,Oxybutynin HCl,Oxytrol,Oxytrol For Women,Promictuline,Urimin",,
,Acenocoumarol,"Acenocoumarin,Acenocoumarol,Nicoumalone,Sinthrome",,
,Ioversol,"Ioversol,MP-328,Optiray,OPTIRAY 160,OPTIRAY 240,OPTIRAY 300,OPTIRAY 320,OPTIRAY 350",,
,Ifosfamide,"Ifex,Ifosfamide,Ifsofamide,Isophosphamide,Mitoxana,MJF-9325,NSC-109724,Z-4942",,
,Azelastine,"A-5610,Astelin,Astepro,Azelastine,Azelastine HCl,Azelastine Hydrochloride,E-0659,Optilast,Optivar,Rhinolast,Rhinolast Allergy,W-2979M",,
,Apazone,"AHR-3018,Apazone,Azapropazone,Cinnopropazone,MI-85,Rheumox,RHEUMOX 600",,
,Iopromide,"Iopromide,Ultravist,ULTRAVIST 150,ULTRAVIST 240,ULTRAVIST 300,ULTRAVIST 370,ZK-35760",,
,Gatifloxacin,"AM-1155,BMS-20658401,BMS-206584-01,Gatifloxacin,Gatifloxacin Hydrate,Gatifloxacin Sesquihydrate,PD-135432,Tequin,Zymar,Zymaxid",,
,Rimantadine,"EXP-126,Flumadine,Meradan,NSC-206764,Rimantadin,Rimantadine,Rimantadine HCl,Roflual",,
,Clenbuterol,"Clenbuterol,Clenbuterol HCl,Clenbuterol Hydrochloride,NAB-365,NAB 365 CL,NAB-365CL,Spiropent,Spiropent MITE",,
,Nicorandil,"Ikorel,Nicorandil,SG-75",,
,Dibucaine,"Cincaine Chloride,Cinchocaine,Cinchocaine HCl,Dibucaine,Dibucaine HCl,Heavy Solution Nupercaine,Nupercainal,Nupercaine",,
,Antazoline,"Antaz HCl,Antazoline,Antazoline HCl,Antazoline Hydrochloride,Antazoline Phosphate,Antaz SULF,R.B.C.,Vasocon-A",,
,Enalaprilat,"Enalaprilat,Enalaprilat Hydrate,MK-421,MK-422,Vasotec",,
,Lopinavir,"A-157378-0,A-157378.0,ABT-378,Kaletra,Lopinavir,LOPINAVIR(ABT-378)",,
,Hexachlorophene,"E-Z Scrub,Gamophen,Germa-Medica,""Germa-Medica """"Mg"""""",Germa-Medica ""Mg"",Hexachlorophene,Hexa-GERM,Hexascrub,Phisohex,Phiso-Scrub,PRE-Op,PRE-Op II,Scrubteam Surgical Spongebrush,Septi-SOFT,Septisol,Soy-DOME,Turgex",,
,Dimenhydrinate,"Antemin,Chloranautine,Dimenhydrinate,Dramamine,NSC-117855,Vertigo-Vomex S",,
,Vinblastine,"29060LE,29060-LE,[3H]-Vinblastine,NSC-47842,NSC-49842,Velban,Velbe,Vinblastine,Vinblastine Sulfate,Vinblast\,Lederle",,
,Lenalidomide,"CC-5013,CDC-501,Lenalidomide,Lenalidomide (cc-5013),Revlimid,SYP-1512",,
,Enzalutamide,"Enzalutamide,Enzalutamide (mdv3100),ENZALUTAMIDE(MDV3100),MDV3100,MDV-3100,Xtandi",,
,179324-69-7,"B675700.CDX,Bortezomib,Bortezomib Hydrate,BORTEZOMIB (PS-341),LDP-341,NSC-681239,PS-341,Velcade",,
,Vinorelbine base,"Navelbine,TLC178,TLC-178,Vinorelbine,Vinorelbine base,Vinorelbine Ditartarate,Vinorelbine Ditartrate,Vinorelbine Tartrate",,
,Dabrafenib,"Dabrafenib,Dabrafenib (gsk2118436),Dabrafenib Mesilate,Dabrafenib Mesylate,GSK2118436,GSK-2118436,GSK2118436A,GSK-2118436A,GSK2118436B,GSK-2118436B,GSK-2118436B MESYLATE,GSK-2118436B METHANESULFONATE SALT,GSK2118436B\, METHANE SULFONATE SALT,GSK-2118436 METHANESULFONATE SALT,Methane Sulfonate Salt,Tafinlar",,
,Mitomycin,"Mitomycin,Mitomycin C,Mitosol,Mitozytrex,Mutamycin,Mytozytrex,NSC-26980",,
,Osimertinib,"AZD-9291,AZD-9291 FREE BASE,AZD-9291 MESYLATE,HG-14-8-02,Osimertinib,Osimertinib Mesilate,Osimertinib Mesylate,Tagrisso",,
,Paclitaxel,"ABI-007,Abraxane,BMS 181339-01,BMS-181339-01,DHP 107,MBT 0206,NK 105,NSC-125973,Pacitaxel,Paclitaxel,Paxene,QW-8184,Taxol,TAXOL 100",,
,Etoposide,"Etoposide,NSC-141540,Toposar,Vepesid,VP-16-213",,
,Pemetrexed,"Alimta,LY-2315,LY231514,LY-231514,LY-231514 DISODIUM SALT,LY231514 DISODIUM SALT,NSC-698037,Pemetrexed,Pemetrexed Disodium,Pemetrexed Disodium Heptahydrate,Pemetrexed Sodium Hydrate,Pemetrexed Sodium Salt",,
,Oxamniquine,"Oxamniquine,OXAMNIQUINE 352888,UK-4271,Vansil",,
,Methyltestosterone,"L 589.372,ANDROID 25,Testred,L-589.372,Methitest,U-2842,RU-24400,Potensan FTE,Oreton Methyl,Plex Hormone,Perandren,Testovis,NSC-139965,Methyltestosterone CIII,CDB-110,Metandren,L-589372,17-Methyltestosterone,Virilon,RU 24400,Methyltestosterone,ANDROID 10,NSC-9701,Oreton,ANDROID 5",,
,Pilocarpine,"Isopto Carpine,Ocusert,Ocusert PILO,OCUSERT PILO-20,OCUSERT PILO-40,Pilagan,Pilocarpine,Pilocarpine HCl,Pilocarpine Hydrochloride,Pilocarpine Nitrate,Piloc HCl,Piloc NIT,Pilogel,Pilopine,Pilopine HS,Salagen,SNO PILO",,
,Novobiocin,"Albamycin,Albamycin T,Cathomycin,Novobiocin,Novobiocin Calcium,Novobiocin Sodium,Novobiocin Sodium Salt,Spheromycin,Vulcamycin",,
,Adenosine Phosphate,"5'-Adenylic acid,A-5MP,Adenosine-5'-monophosphate disodium salt,Adenosine 5'-monophosphate monohydrate,Adenosine Monophosphate,Adenosine Phosphate,Adenyl,MY-B-DEN,NSC-20264,VITAMIN B8",,
,Zalcitabine,"2'\,3'-Dideoxycytidine,Ddc,Dideoxycytidine,Hivid,NSC-606170,RO-242027000,RO-24-2027000,Zalcitabine",,
,Cortisone Acetate,"Cortate,Cortelan,Cortisone,CORTISONE 21-ACETATE,Cortisone Acetate,Cortistab,Cortisyl,Cortone,NSC-49420",,
,Allopurinol,"NSC-101655,NSC-1390,BW-56-158,XANTHOMAX-100,Allopurinol,HAMARIN 300,BW-56158,Zyloric,HAMARIN 100,XANTHOMAX-300,Lopurin,Caplenal,Allopurinol Sodium,Allopurinol Sodium Salt,Zyloprim,ALULINE 300,Uricto,Cosuric,ALULINE 100,Aloral,ZYLORIC-300,Ledopur,NSC-108836,Aloprim",,
